;question
6547;chlormadione temps élimination
6548;pourquoi utiliser médicament spéciafoldine
6549;quelq NOM_DE_MEDICAMENT entendu parler pere NOM_DE_MEDICAMENT ete prescript NOM_DE_MEDICAMENT sait beaucoup medicament quelqu peut donner quelque information medicament
6550;NOM_DE_MEDICAMENT 2ans demi demande NOM_DE_MEDICAMENT medecin prescrire NOM_DE_MEDICAMENT utilise depuis retrouve duree vie etait 3ans pensez peut être dangereux prenne quand
6551;prends NOM_DE_MEDICAMENT soir coucher prennais plus NOM_DE_MEDICAMENT 0 25 POSOLOGIE 1 comprimé demie 3 fois jour angoisses etaient toujours presente donc depuis semaine NOM_DE_MEDICAMENT 0 POSOLOGIE 1 comprimé 3fois jour matin ca va prends celui midi sens completement k o envie dormir voir meme kelke petit vertiges fin journée angoisses toujours presentes normal faut vraiment changé traitement
6552;quest NOM_DE_MEDICAMENT
6553;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT décollé mis autre relations non protégé croyez NOM_DE_MEDICAMENT gros risques tomber enceinte
6554;NOM_DE_MEDICAMENT peut augmente bilirubine taux prothombine sang
6555;NOM_DE_MEDICAMENT thyroide
6556;euphitose effet immédiat
6557;combient coute NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT pharmacie
6558;NOM_DE_MEDICAMENT donne mycose vaginale
6559;la pilule compatible NOM_DE_MEDICAMENT
6560;NOM_DE_MEDICAMENT données ministère santé
6561;que faire cas prescription NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT médecin maintient prescription faut délivrer
6562;pendant grossesse peut prescrire NOM_DE_MEDICAMENT émulsion
6563;comment prendre luthényl
6564;carence NOM_DE_MEDICAMENT calcibronate
6565;NOM_DE_MEDICAMENT pillule lendemain
6566;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT mortel
6567;sous mélodia 24 pilules oranges 4 placebo blancs enchaîné 3 plaquettes suite 3ème histoire peu compliquée week end amoureux faudrait enchaîne 4eme plaquette avoir règles week end question avril or 4 plaquettes affilée ça embête peu peux correspond pause placebo normale afin bien sûr recommencer plaquette 5eme jour déjà fait mélodia
6568;quelqu sait si prise NOM_DE_MEDICAMENT bloquant NOM_DE_MEDICAMENT 80 fois jour contre indiquee lors grossesse
6569;NOM_DE_MEDICAMENT bébé
6570;quel nom molécule NOM_DE_MEDICAMENT
6571;NOM_DE_MEDICAMENT coediné NOM_DE_MEDICAMENT
6572;quels les effets secondaires strattera
6573;attente NOM_DE_MEDICAMENT POSOLOGIE
6574;sous NOM_DE_MEDICAMENT plaque rouge boutons demange enormement malgres plusieurs traitement allergie ça continue faire
6575;j mycose causée prise antibiotique gygy NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT ovule crème chéri NOM_DE_MEDICAMENT symptômes mycose peut utiliser crème ça sert NOM_DE_MEDICAMENT rien traiter si symptômes
6576;NOM_DE_MEDICAMENT contre hépatite NOM_DE_MEDICAMENT question
6577;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT effets secondaires
6578;normal suite vacin anti grippal hier aujourd hui grippe intestinale diarrhés douleurs abdominales fatigue extreme courbatures
6579;pourquoi aussi fatigué NOM_DE_MEDICAMENT
6580;quels indications cure NOM_DE_MEDICAMENT
6581;le pantoprazol POSOLOGIE sécable
6582;NOM_DE_MEDICAMENT prix pharmacie
6583;NOM_DE_MEDICAMENT continue prise poids
6584;quels les désagréements NOM_DE_MEDICAMENT
6585;quels les effets indésirables NOM_DE_MEDICAMENT
6586;enceinte dent sagesse fais souffrir horriblement vu pouvais faire bain bouche NOM_DE_MEDICAMENT voila celui NOM_DE_MEDICAMENT jamais ete ouvert date expirait 2010 dangereux si utilise malgre cette date
6587;la sertaline 100 provoque gaz NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
6588;NOM_DE_MEDICAMENT saignements
6589;dci NOM_DE_MEDICAMENT
6590;est possible préparer délivrer NOM_DE_MEDICAMENT saint louis sans ordonnance
6591;vais bientot acheter NOM_DE_MEDICAMENT voudrais savoir si les ejaculation précoce cette antidépresseur marche
6592;comment mettre éponge NOM_DE_MEDICAMENT
6593;NOM_DE_MEDICAMENT quels effets indésirables
6594;pour réaliser mélange NOM_DE_MEDICAMENT essentielles doit avoir prescription médecin
6595;puis he prendre staphylococcinum curacnée temps
6596;NOM_DE_MEDICAMENT sans ordonnance
6597;NOM_DE_MEDICAMENT contre fatigue dois prendre matin soir
6598;paracétamol peut donner douleurs gastriques
6599;NOM_DE_MEDICAMENT librax
6600;peut prescrire NOM_DE_MEDICAMENT nourrisson 18 mois
6601;deja experimenté baisses libido pilule NOM_DE_MEDICAMENT
6602;stérilet e NOM_DE_MEDICAMENT allergie
6603;ami NOM_DE_MEDICAMENT grosse douleur genoux connaissez anti inflamatoire ke jpeux procurer pharmacie sans ordonnance
6604;connais pilule NOM_DE_MEDICAMENT
6605;suite mal tête prend NOM_DE_MEDICAMENT depuis hyper mal ventre ca fait comme brulures estomac comment ca fait
6606;quels les risques NOM_DE_MEDICAMENT
6607;POSOLOGIE avaler 14 NOM_DE_MEDICAMENT aujourdhui risque
6608;est possible tomber enceinte sous miréna
6609;NOM_DE_MEDICAMENT quel moment faut prendre NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT d
6610;48h après 2nd rappel NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT fièvre accompagnée rhume toux combien temps cela peut durer
6611;quelle dose NOM_DE_MEDICAMENT peut délivrer patient présente jour prescription
6612;quels problèmes NOM_DE_MEDICAMENT
6613;NOM_DE_MEDICAMENT quels les effets secondaires
6614;dois etre faite comme tout monde car jour où reprend pillule toujours regles pendant environ 2jours normal
6615;bonjour depuis deux semaines environ prends NOM_DE_MEDICAMENT psychiatre NOM_DE_MEDICAMENT prescrit car nature très angoissée agoraphobie anxiété sociale régulièrement déprimée aussi dépressive non commencé seulement moitié cachet jour quelques symptômes dérangeants nausées tremblements fatigue tressautements musculaires ils fini passer sauf depuis peu moins semaine psychiatre NOM_DE_MEDICAMENT augmenté dose prends donc cachet entier jour depuis trouve sommeil plus faim les mâchoires hyper crispées surtout depuis deux jours horribles migraines ca fait mal tête cou ça prend seul coup mâchoire toujours crispée mal jusqu yeux impression avoir tête brûle tout simplement horrible donc voudrais savoir si quelqu NOM_DE_MEDICAMENT déjà maux tête semblables miens rapport prise NOM_DE_MEDICAMENT car peu perdue demande si devrais arrêter traitement précise prends aussi NOM_DE_MEDICAMENT
6616;mal ventre NOM_DE_MEDICAMENT 7dpo sous NOM_DE_MEDICAMENT pouvez aidez
6617;y NOM_DE_MEDICAMENT syndrome sevrage après arrêt NOM_DE_MEDICAMENT
6618;lysopaine coluhextril
6619;comment fait desintoxiquer
6620;NOM_DE_MEDICAMENT amara lm1 constate les effets combien temps
6621;anxiolytiques
6622;NOM_DE_MEDICAMENT eps valériane
6623;bonsoir prend pillule NOM_DE_MEDICAMENT générique leelou pillule arrête jamais cela fait 5ans prends jamais soucis effet secondaires toujours contrôles tous les deux ans nikel ras après chaque frotti bizarre saignements style règles pdt 1 semaine là depuis mois août 18 août date frotti alterne entre 1 semaine saignements assez important abondant rouge vif douleur ovarienne droite 1 semaine rien voulu savoir si filles connu ça si cela paraît normal médecin traitant vacance cette semaine car dernière fois dis saignements les premiers NOM_DE_MEDICAMENT dit ça pouvaot arriver après frotti gygy secretaire fais laisser messages personnes rapelle sinon pense être enceinte fais pds NOM_DE_MEDICAMENT 15 jours car nausée mal poitrine car prend traitement peu agir efficacité pillule donc médecin voulu vérifier voilà là ça inquiète car première fois ça arrive alors aucun oubli rien merci avance
6624;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT quels effets iir
6625;je prends NOM_DE_MEDICAMENT depuis 10 ans depuis 5 mois brûlures majoritairement nuit 2 jambes bas genoux 2 bras bas coudes y NOM_DE_MEDICAMENT relation NOM_DE_MEDICAMENT selon je aussi traité NOM_DE_MEDICAMENT comprimés 10 2 POSOLOGIE comprimés
6626;NOM_DE_MEDICAMENT lyoc quel temps agir
6627;pris pilule 12h retard continué normalement 3 derniers cachets fait semaine pause encore protégée dois attendre fin nouvelle plaquette être
6628;quelqu peut indiquer medicament similaire NOM_DE_MEDICAMENT
6629;bonjour NOM_DE_MEDICAMENT premiere pilule prend depuis mois mars conseil dermato debarasser tout petit peu acné bout 2 mois plus seul bouton voila depuis prise pilule plaques eczema coup creux bras poignets epaule permanence les paupieres rouges seches fait prises sang chez allergollogue juste allergie pollens novembre fini pollen fait NOM_DE_MEDICAMENT test consiste tester 24 allergenes contenu toutes sorte produit résulat aucune réaction aidez ils plait pensez peu etre pilule rencontré meme probleme merci bisous toutes
6630;bonjour utilise pilule NOM_DE_MEDICAMENT gé rendue compte comptant 2eme semaine oublier comprimé panique pris 2 affilé continuer plaquette jusqu NOM_DE_MEDICAMENT fin là sais si dois effectuer semaine arret non plus rapports non protégé ac chéri ejaculation avant oubli comrpimé les risques ils important pensais malgre oubli pilule prise depuis ltp protegeait quand meme vu certaine femme apres arret peuvent avoir enfant faut temps impression cette idee avere fausse merci avance conseils
6631;question concernant lysenxia
6632;prend mnidril dermato NOM_DE_MEDICAMENT ke celle ci favorise acnée correct
6633;existe interaction NOM_DE_MEDICAMENT autres plantes notamment maca NOM_DE_MEDICAMENT échinacée
6634;suite NOM_DE_MEDICAMENT brulures estomac prendre NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT effets indésirables
6635;aimerais prendre uniquement POSOLOGIE jour NOM_DE_MEDICAMENT les capsules font POSOLOGIE chacune comment bien doser NOM_DE_MEDICAMENT
6636;je prends NOM_DE_MEDICAMENT puis boire
6637;NOM_DE_MEDICAMENT ami NOM_DE_MEDICAMENT donné diazepan POSOLOGIE dis somnifere vrai
6638;changement NOM_DE_MEDICAMENT 35
6639;association NOM_DE_MEDICAMENT 10 POSOLOGIE NOM_DE_MEDICAMENT 10 POSOLOGIE provoque somnolence
6640;NOM_DE_MEDICAMENT racemosa grosse douleurs cervicales
6641;fini plaquette pillule NOM_DE_MEDICAMENT générique NOM_DE_MEDICAMENT aimerai savoir si possible commancer tout suite deuxieme plaquette sans interuption si rapport dois quand meme protégé agira quand meme
6642;prends NOM_DE_MEDICAMENT deuxieme fois envie vomir quelqu NOM_DE_MEDICAMENT deja genre symptomes
6643;enchainé deux plaquettes mélodia 10 eme comprimés deuxième plaquettes enchainé tout 34 comprimés si rapport 38 eme puis arréter 39eme
6644;NOM_DE_MEDICAMENT tendinite voyage 2 jours
6645;NOM_DE_MEDICAMENT depuis 3 semaines pertes colostrum depuis quelque jour très mal sein NOM_DE_MEDICAMENT seul existe traitement approprié
6646;NOM_DE_MEDICAMENT possible si grossesse
6647;futur papa prend NOM_DE_MEDICAMENT risque bébé
6648;médecin NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT 25 bien NOM_DE_MEDICAMENT gros effets indésirables
6649;trouve idée NOM_DE_MEDICAMENT super intéressante simple demande comment pourrais mettre correctement
6650;NOM_DE_MEDICAMENT contre tagagisme
6651;NOM_DE_MEDICAMENT base NOM_DE_MEDICAMENT prescrit les grandes douleurs y NOM_DE_MEDICAMENT effets graves long terme
6652;cela fait 20 jours prends NOM_DE_MEDICAMENT POSOLOGIE j grosse baisse libido pourquoi
6653;quels les effets secondaires NOM_DE_MEDICAMENT
6654;prends comprime betabloquant propanolol vient prescrire metformin sais si 2 medicaments compatibles
6655;prend NOM_DE_MEDICAMENT 300 aussi extrèmement fatigué possible NOM_DE_MEDICAMENT fatigue beaucoup avant remonter
6656;NOM_DE_MEDICAMENT
6657;quels les effets secondaires NOM_DE_MEDICAMENT
6658;bonjour prends NOM_DE_MEDICAMENT depuis 2 jours soir cette nuit etait pire premiere nausees terribles maux tete pendant 10 heures pensez peux arreter arrive NOM_DE_MEDICAMENT joindre medecin bien passer NOM_DE_MEDICAMENT demi comprime merci reponses
6659;dois changer pilule demande si prenant nouvelle pilule protégée dès 1er comprimé
6660;NOM_DE_MEDICAMENT effets secondaires
6661;comment prendre POSOLOGIE NOM_DE_MEDICAMENT
6662;notice interdit formellement NOM_DE_MEDICAMENT emulgel NOM_DE_MEDICAMENT partir 6eme mois grossesse expliquant seule prise peut avoir consequences tres grave bb est contre indiqué
6663;combien granules NOM_DE_MEDICAMENT fille
6664;semaine arret NOM_DE_MEDICAMENT regles tres douloureuses normal
6665;commencé NOM_DE_MEDICAMENT gé début cycle depusi mal effets secondaires nausées mal seins mal bas ventre mal crane dors mal alors jamais probleme fatiguée angoissée dois arreter demander NOM_DE_MEDICAMENT essayer autre continuer les effets vont disparaitre
6666;accro NOM_DE_MEDICAMENT
6667;vien commencer pilule NOM_DE_MEDICAMENT depui semaine aimerai savoir avai beaucoup effet secondaire cette pilule
6668;NOM_DE_MEDICAMENT 35 donne effets seins
6669;voilà cela fait huit mois faire rappel NOM_DE_MEDICAMENT anti tétanique imagine reste NOM_DE_MEDICAMENT organisme trompe
6670;comment prennent les ampoules NOM_DE_MEDICAMENT cure
6671;NOM_DE_MEDICAMENT infarix hexa peut être fait chez enfant
6672;pilules plaquette NOM_DE_MEDICAMENT inutilisable sais faire prendre pillule nouvelle plaquette bien arrêter jour plus tôt NOM_DE_MEDICAMENT risques cas là faut recommence plaquette suivante 7 jours plus tard jour habituel
6673;infos adépal
6674;NOM_DE_MEDICAMENT aide tomber enceinte
6675;parle NOM_DE_MEDICAMENT expidet fond bouche POSOLOGIE durant combien temps médicament fait effet
6676;comment appliquer crème monazole
6677;les effets indésirables NOM_DE_MEDICAMENT 20 savoir les douleurs musculaires doivent ils encore etre presents apres arret 20 jours
6678;prends pilule NOM_DE_MEDICAMENT chaque fois 12h30 prochaine plaquette pourrais prendre ex 7h00 3ème plaquette ex 16h00
6679;réaction NOM_DE_MEDICAMENT grippe
6680;conseil NOM_DE_MEDICAMENT essentielle traiter zona récalcitrant apparu après traitement chimio patiente rémission
6681;NOM_DE_MEDICAMENT entraine retard regles
6682;prends pilule NOM_DE_MEDICAMENT 35 après rdv NOM_DE_MEDICAMENT ophtalmo javais tension 19 4 20 oeil sais pilule peut causer troubles vision dois arreter
6683;stillnox vraiment somnifere
6684;risque grossesse non désirée sous NOM_DE_MEDICAMENT
6685;prenais NOM_DE_MEDICAMENT entamé sevrage très lent aucun soucis manque vendredi angoisse reaparue dois reprendre si veux nouveau vivre sans ça
6686;viens rendre compte oublié mettre refrigerateur NOM_DE_MEDICAMENT fils dehors depuis 2 heures dois faire
6687;NOM_DE_MEDICAMENT spotting
6688;NOM_DE_MEDICAMENT quelqu connait
6689;NOM_DE_MEDICAMENT
6690;pris NOM_DE_MEDICAMENT provoquer les règles malgré NOM_DE_MEDICAMENT rien devrais les avoirs depuis plus 48 h dois jre faire
6691;NOM_DE_MEDICAMENT traite transpiration excessive
6692;j oublié prendre pilule NOM_DE_MEDICAMENT hier soir NOM_DE_MEDICAMENT dire NOM_DE_MEDICAMENT 10 heures peux prendre comprimé oublié maintenant
6693;NOM_DE_MEDICAMENT medicament cicatrisant
6694;les flacons nacl remboursés toutes les indications
6695;traitement homeopathie remboursé lorsque NOM_DE_MEDICAMENT ordonnance médecin
6696;dépendance bromazepan 1 semaine
6697;le hoquet peut être provoqué médicaments si oui lesquels
6698;qu NOM_DE_MEDICAMENT
6699;quels les effets secondaires les plus fréquents NOM_DE_MEDICAMENT
6700;est NOM_DE_MEDICAMENT beaucoup plus cher les génériques
6701;mes mains pieds froids j pris gynergène NOM_DE_MEDICAMENT rapport
6702;savez NOM_DE_MEDICAMENT
6703;prise poids paroxétine NOM_DE_MEDICAMENT aidez
6704;repris pilule NOM_DE_MEDICAMENT apres deux jours apres saignements rouges gynéco NOM_DE_MEDICAMENT prescit antibiotique maintenant saignement moins moins abondant boutons partout corps ca gratte vraiment apres ca quoi tout ca
6705;NOM_DE_MEDICAMENT contre cancer col utérus voulais savoir si droit avoir rapports sexuels protégé préservatif pendant traitement
6706;NOM_DE_MEDICAMENT effets secondaires gênants
6707;seroplexe marche anxiété généralisée
6708;je allergie nickel aimerai mettre sterilet NOM_DE_MEDICAMENT ca craint
6709;jai lu NOM_DE_MEDICAMENT pouvait causer insomnie combien temps ça dure
6710;NOM_DE_MEDICAMENT pilule
6711;seroxat libido féminine
6712;peut prescrire NOM_DE_MEDICAMENT pendant grossesse
6713;possible suite NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT surinfecter grain beaute apparu
6714;faire rembourser NOM_DE_MEDICAMENT dois envoyer NOM_DE_MEDICAMENT maladie sécu mutuelle
6715;commencer nouvelle plaquette mardi commencé jeudi après oubli pensez NOM_DE_MEDICAMENT risque
6716;NOM_DE_MEDICAMENT homéopathie peut être employée pendant grossesse
6717;prends NOM_DE_MEDICAMENT POSOLOGIE matin vraiment vertiges fourmillements sueurs importantes gros mal être général les effets secondaires peuvent déclencher si tardivement
6718;est protégée début prise NOM_DE_MEDICAMENT
6719;voulais savoir NOM_DE_MEDICAMENT risques NOM_DE_MEDICAMENT enchainer 2plaquettes NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT suite sans interruption quels risque NOM_DE_MEDICAMENT
6720;sous NOM_DE_MEDICAMENT peux arreter NOM_DE_MEDICAMENT milieu plaquette enchainer direct ludéal
6721;fait posée implanon dont validité termine 10 juillet prochain prise peu tard prendre rendez faire renouveller gynéco congés jusqu 25 donc changé quinzaine jours retard reste tout efficace
6722;gynéco NOM_DE_MEDICAMENT donné nouveau générique méliane désobel gé 20 depuis douleurs ovaire droit occassionnellement surtout les 2 jours avant regles supporte
6723;saignements anneau contraceptif NOM_DE_MEDICAMENT faire cas là
6724;quel medicament NOM_DE_MEDICAMENT efficace dangereux peut prendre contre les nausées
6725;coucou alors ça commencé qlaira j7 déjà baisse libido flagrante attends peu voir si pilule juste passage si règles arrivent comme prévu notice ça commencerait vendredi donc week end top donc voulais savoir si ici filles enchaîné qlaira entends donc sauter les placebo passer direct NOM_DE_MEDICAMENT autre plaquette si ça stoppé réglés si ça marche enchaînerai juste décaler les jours sinon si filles envie parler experiences qlaira bonne mauvaise soucis
6726;combien temps faut attendre entre NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
6727;prends NOM_DE_MEDICAMENT 500 deux fois jour effets secondaires hoquet surtout toc gestue effets secondaires perds boule
6728;quel traitement cas risque amputation orteil effets secondaires dus NOM_DE_MEDICAMENT
6729;NOM_DE_MEDICAMENT POSOLOGIE NOM_DE_MEDICAMENT 350
6730;prise poids NOM_DE_MEDICAMENT
6731;peut utiliser NOM_DE_MEDICAMENT vomica NOM_DE_MEDICAMENT
6732;remplacement valable aussi efficace NOM_DE_MEDICAMENT
6733;NOM_DE_MEDICAMENT anti grippe NOM_DE_MEDICAMENT quel age
6734;actuellement sevrage plusieurs médicaments NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT mois etais sevrage sec NOM_DE_MEDICAMENT thymo NOM_DE_MEDICAMENT hypno ils font effectues succès aucun manque aujourd hui traitement compose NOM_DE_MEDICAMENT POSOLOGIE bipolaire 3 NOM_DE_MEDICAMENT 0 5 auparavent 4 beaucoup mal NOM_DE_MEDICAMENT diminuer NOM_DE_MEDICAMENT neuroleptique aimerais arrêter donc sevrer car shoote trop compatible travail plus fait prendre bcp poids tableau insomniaque depuis 15 ans rien NOM_DE_MEDICAMENT faire alors prends chaque soir peu melatonine POSOLOGIE ca aide bcp bonne idée remplacer NOM_DE_MEDICAMENT donne dormir melatonine
6735;pris NOM_DE_MEDICAMENT rhum docteur prescrit NOM_DE_MEDICAMENT depuis matin levres picote gorge gratte possible allergie si oui faire
6736;comment utiliser test marque NOM_DE_MEDICAMENT
6737;bonjour encore cela fait douze jours viens supprimer quart midi après diminution très progressive remarqué depuis 2 jours tremblements niveau mains continue NOM_DE_MEDICAMENT prendre anti dépresseurs 50 POSOLOGIE NOM_DE_MEDICAMENT jour tremblements viennent sevrage NOM_DE_MEDICAMENT cela vient ad bout combien temps cela va arrêter NOM_DE_MEDICAMENT
6738;voudrais savoir si prends NOM_DE_MEDICAMENT 0 5 combien temps cela fait effet
6739;conseils soucis ronflement
6740;gardasyl NOM_DE_MEDICAMENT contre cancer col utérus
6741;puis enlever NOM_DE_MEDICAMENT après 2 semaines utilisation
6742;NOM_DE_MEDICAMENT hépatite NOM_DE_MEDICAMENT risques
6743;impression avoir perdue apetit depuis prend NOM_DE_MEDICAMENT depuis petite semaine pourtant parait ça stimule apetit ça fait prendre poid quelques semaines aussi apetit stimuler prendrai poid
6744;quels nterrations existent entre NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
6745;bonjour NOM_DE_MEDICAMENT tous commencé hier NOM_DE_MEDICAMENT prendre NOM_DE_MEDICAMENT car depuis dec 03 tres fatigué doc demande si aps depression masqué tout sachant perd plus moral etait cas acvant dit prendre demi NOM_DE_MEDICAMENT coucher fait cette nuit fait peu insomnie alors habitude affalé POSOLOGIE impression cas ca mieux prendre matin car cas but estomper fatigue sachant NOM_DE_MEDICAMENT psychostimulant bizare prendre soir kkun peut aider merci avance tres bon we NOM_DE_MEDICAMENT tous
6746;pensez incompatibilitée NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
6747;prend NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT médicaments doit éviter
6748;NOM_DE_MEDICAMENT déremboursé
6749;eske NOM_DE_MEDICAMENT rend stérile est cela va perturber cycle
6750;NOM_DE_MEDICAMENT quoi sert NOM_DE_MEDICAMENT onagre
6751;NOM_DE_MEDICAMENT petite fille semble faire allergie NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT pâleur frisson lèvres bleuies NOM_DE_MEDICAMENT suppo qqun NOM_DE_MEDICAMENT déjà observé phénomène
6752;NOM_DE_MEDICAMENT
6753;décaler les règles NOM_DE_MEDICAMENT
6754;peut coupé 2 comprimé NOM_DE_MEDICAMENT forte
6755;vraiment genant prenne harmonet comme si prenais dailygé NOM_DE_MEDICAMENT dire après semaine règle faut vraiment prenne comme première fois 1er jour règles
6756;j patient transpire beaucoup les capteurs freestyle libre décrochent pensez autre site verso bras moins soumis problèmes
6757;arrêt NOM_DE_MEDICAMENT plus règle quand recommencer reprendre
6758;comment NOM_DE_MEDICAMENT fonctionne
6759;NOM_DE_MEDICAMENT traite transpiration excessive
6760;sous NOM_DE_MEDICAMENT perds cheuveux possible ça vienne NOM_DE_MEDICAMENT
6761;NOM_DE_MEDICAMENT libido
6762;voilà semaine pertes marrons depuis 12e pilule sous mélodia pilule continue 1 oubli 1ere plaquette fait attention suite ça abstinence préservatif commence avoir doutes éventuelle grossesse possible
6763;savez existe interraction entre NOM_DE_MEDICAMENT végétal pilule
6764;sous pilule NOM_DE_MEDICAMENT 35 prends matin entre 6 30 7 30 pris les 2 derniers pillules début après midi car grasses matinées rapport mal protégé NOM_DE_MEDICAMENT risques être enceinte dois prendre pdl
6765;bonjour prends NOM_DE_MEDICAMENT depuis quelques jours soulagée si pouviez dire quels les effets positifs ressenti perdu joie vivre voudrais retrouver merci témoignages
6766;prend pillule mélodia aimerais décaler date règles dois faire
6767;NOM_DE_MEDICAMENT patch décolle comment faire
6768;comment diluer NOM_DE_MEDICAMENT mère
6769;j alimentation riche soja NOM_DE_MEDICAMENT risque prendre NOM_DE_MEDICAMENT
6770;NOM_DE_MEDICAMENT hallucinations help
6771;mepronizine NOM_DE_MEDICAMENT retiré marché
6772;que faire cas fatigue sous NOM_DE_MEDICAMENT
6773;NOM_DE_MEDICAMENT ostenil remboursé
6774;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
6775;patch NOM_DE_MEDICAMENT
6776;codeine fait grossir
6777;NOM_DE_MEDICAMENT existe poudre
6778;le NOM_DE_MEDICAMENT remboursable indication jambes sans repos
6779;NOM_DE_MEDICAMENT plus NOM_DE_MEDICAMENT suppo NOM_DE_MEDICAMENT autre chose puisse prendre place
6780;vomissements doud NOM_DE_MEDICAMENT normal
6781;quelle fréquence éruptions cutanées graves sous NOM_DE_MEDICAMENT
6782;utilise NOM_DE_MEDICAMENT croyez peux rapport sans preservatif durant les 7 jours pause
6783;pris NOM_DE_MEDICAMENT pendant an bout cette période rendue compte sommeil conditionné prise médicament est prise NOM_DE_MEDICAMENT
6784;adépal cigarette
6785;NOM_DE_MEDICAMENT compatible lutéran
6786;passer NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
6787;ça fait 10 jours jai commencer pilule NOM_DE_MEDICAMENT continue regles toujours finies c 1ere pilule ça deja arrivé debut
6788;NOM_DE_MEDICAMENT prise poids
6789;est sanofi commercialise ibuprofène injectable
6790;viens suivre traitement antibiotique pris NOM_DE_MEDICAMENT métronidazole deux fois jour association bains bouche NOM_DE_MEDICAMENT plus 48 heures après arrêt traitement horrible goût amer bouche combien temps après arrêt traitement cela va durer
6791;pilule NOM_DE_MEDICAMENT remboursé svp
6792;NOM_DE_MEDICAMENT gastro
6793;NOM_DE_MEDICAMENT existe contre les oreillons
6794;dois diluer les ampoules cure NOM_DE_MEDICAMENT
6795;NOM_DE_MEDICAMENT fait grossir
6796;quels les vitamines sans iode
6797;peut prendre NOM_DE_MEDICAMENT si enceinte
6798;prends NOM_DE_MEDICAMENT quels les risques possibles niveau fertilité
6799;psychiatre NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT stressée prise poids potentielle où question lorsqu prend poids sous ad dû fait appétit ouvre mange tt temps comme pilule exemple molécule fait grossir voilà fait quelques recherches ms rien trouvé
6800;quelle efficacité limite heure prendre cas oubli
6801;NOM_DE_MEDICAMENT sommeil reveil difficile
6802;dompéridone humeur
6803;les suppléments NOM_DE_MEDICAMENT font grossir
6804;quel composition saltrate sels bain
6805;peut donner NOM_DE_MEDICAMENT cà femme enceinte 8 mois
6806;voulu savoir si stacker dangereux
6807;diminué petit petit dose NOM_DE_MEDICAMENT très nombreuse reaction bizarres normal
6808;thé compatible NOM_DE_MEDICAMENT
6809;antidépresseur mixte soigne depression puis insomnie suite
6810;prend NOM_DE_MEDICAMENT depuis 3 jours sais bien faut attendre minimum 2 semaines avant ça fasse effet tellement peur rester comme ça toute vie pleure toute journée arrive plus travailler fini demander quoi ça sert continue vivre cet état là dit bientôt irai mieux crois trop disiez chose début
6811;quelle dose NOM_DE_MEDICAMENT prenez
6812;homéopathie NOM_DE_MEDICAMENT essentielle elles compatibles
6813;que peut prescrire bébé moins 30 mois muguet
6814;qu risque cardio vasculaire prise continu NOM_DE_MEDICAMENT
6815;arrêt brutal NOM_DE_MEDICAMENT vertiges ça va durer encore longtemps help
6816;NOM_DE_MEDICAMENT quel prix puis trouvé vermifuge humain
6817;NOM_DE_MEDICAMENT efficace combien temps
6818;quesaco NOM_DE_MEDICAMENT
6819;que faut délivrer quand demande mélange NOM_DE_MEDICAMENT priori instable NOM_DE_MEDICAMENT nahco3 exemple NOM_DE_MEDICAMENT nahco3 etc
